;Index;wheat;maize;soybeans;rice;class;Word1;Word2;Word3;Word4;Word5
948;32704;43.0;36.0;24.0;24.0;0.0;wheat;price;crop;fund;futur
949;52876;0.0;0.0;0.0;0.0;5.0;bet;odd;leav;make;million
950;34823;0.0;0.0;0.0;0.0;5.0;emiss;poetsch;automak;scandal;market
951;28981;0.0;0.0;0.0;0.0;5.0;minist;chines;govern;najib;said
952;44318;1.0;1.0;0.0;1.0;5.0;said;palmer;titan;ship;australia
953;257;14.0;7.0;7.0;5.0;0.0;condit;wheat;sow;rapese;report
954;36795;0.0;0.0;0.0;0.0;5.0;price;gas;new;year;export
955;29305;0.0;0.0;0.0;0.0;5.0;brixmor;blackston;said;million;compani
956;25127;0.0;0.0;0.0;0.0;5.0;china;market;futur;rate;trade
957;36510;0.0;0.0;0.0;0.0;5.0;wynn;resort;macau;percent;said
958;45976;0.0;0.0;0.0;0.0;5.0;missil;north;korea;year;ballist
959;28805;0.0;0.0;0.0;0.0;5.0;anwar;said;malaysia;opposit;court
960;44911;0.0;0.0;0.0;0.0;5.0;blous;wear;women;said;tieneck
961;29018;0.0;0.0;0.0;0.0;5.0;qatar;said;american;us;air
962;49046;0.0;0.0;0.0;0.0;5.0;vank;anbang;baoneng;said;share
963;14842;20.0;10.0;10.0;10.0;0.0;wheat;crop;us;seem;market
964;60640;1.0;1.0;0.0;2.0;5.0;goodman;wilmar;percent;compani;fielder
965;790;7.0;7.0;3.0;7.0;4.0;graincorp;palmquist;compani;board;oper
966;25002;0.0;0.0;0.0;0.0;5.0;recal;million;year;said;vehicl
967;33400;0.0;0.0;0.0;0.0;5.0;pimco;say;fund;elerian;gross
968;19764;1.0;1.0;1.0;1.0;5.0;said;sponsor;ciuchini;olymp;organ
969;56362;0.0;0.0;0.0;0.0;5.0;greec;euro;minist;fund;need
970;42072;0.0;0.0;0.0;0.0;5.0;price;platt;oil;benchmark;investig
971;25668;37.0;29.0;16.0;14.0;0.0;wheat;corn;futur;us;price
972;30381;39.0;31.0;18.0;18.0;0.0;wheat;price;corn;futur;us
973;49936;0.0;0.0;0.0;0.0;5.0;etf;market;stock;order;investor
974;21828;0.0;0.0;0.0;0.0;5.0;percent;said;huawei;smartphon;xu
975;48715;0.0;0.0;0.0;0.0;5.0;risk;month;premium;weaker;yen
976;37523;32.0;27.0;18.0;13.0;0.0;wheat;price;corn;futur;us
977;11964;34.0;40.0;32.0;26.0;1.0;mmt;estim;corn;crop;soybean
978;27333;29.0;21.0;9.0;9.0;0.0;cattl;wheat;futur;price;pound
979;120;43.0;35.0;18.0;15.0;0.0;wheat;futur;corn;us;price
980;9867;15.0;14.0;12.0;5.0;0.0;12;close;wheat;corn;sale
981;34359;38.0;42.0;17.0;18.0;1.0;corn;wheat;us;price;futur
982;35906;51.0;35.0;23.0;24.0;0.0;wheat;brazil;corn;futur;price
983;22186;0.0;0.0;0.0;0.0;5.0;eurovis;predict;nt;song;odd
984;28044;0.0;0.0;0.0;0.0;5.0;russian;russia;jone;putin;love
985;60431;0.0;0.0;0.0;0.0;5.0;compani;chip;industri;inc;semiconductor
986;32938;0.0;0.0;0.0;0.0;5.0;kong;protest;hong;said;leader
987;52829;0.0;0.0;0.0;0.0;5.0;govern;debt;japan;said;boj
988;2933;0.0;0.0;0.0;0.0;5.0;servic;custom;bhler;rang;uzwil
989;44202;0.0;0.0;0.0;1.0;5.0;buffett;berkshir;said;ceo;would
990;43170;0.0;0.0;0.0;0.0;5.0;percent;yield;year;fed;us
991;55106;0.0;0.0;0.0;0.0;5.0;constitut;crisi;would;parliament;britain
992;25008;0.0;0.0;0.0;0.0;5.0;verizon;percent;billion;year;wireless
993;33391;28.0;21.0;9.0;9.0;0.0;wheat;price;corn;futur;fund
994;14730;5.0;0.0;0.0;0.0;5.0;year;month;nt;back;wheat
995;24299;0.0;0.0;0.0;0.0;5.0;said;fiat;billion;chrysler;ipo
996;35290;0.0;0.0;0.0;0.0;5.0;transport;app;servic;uber;said
997;54320;0.0;0.0;0.0;0.0;5.0;penc;gay;state;indiana;republican
998;11962;1.0;1.0;1.0;1.0;5.0;matsui;said;percent;japan;women
999;18322;0.0;0.0;0.0;0.0;5.0;sprint;said;claur;custom;plan
1000;37180;0.0;0.0;0.0;0.0;5.0;china;capit;money;ratio;reserv
1001;13990;26.0;18.0;6.0;13.0;0.0;mmt;wheat;grain;year;barley
1002;8245;7.0;6.0;8.0;2.0;2.0;cent;close;11;sep;soybean
1003;23204;0.0;0.0;0.0;0.0;5.0;modi;us;said;india;inc
1004;32834;0.0;0.0;0.0;0.0;5.0;said;kong;hong;china;elect
1005;24962;0.0;0.0;0.0;0.0;5.0;execut;cut;govern;compani;stateown
1006;53222;0.0;0.0;0.0;0.0;5.0;oil;crude;middl;said;iraq
1007;48214;0.0;0.0;0.0;1.0;5.0;steel;govern;tata;said;cameron
1008;20273;0.0;0.0;0.0;0.0;5.0;xiaomi;india;said;barra;compani
1009;45106;0.0;0.0;0.0;0.0;5.0;percent;polici;cut;rate;bank
1010;30887;58.0;32.0;20.0;20.0;0.0;wheat;futur;corn;kansa;crop
1011;49481;0.0;0.0;0.0;0.0;5.0;say;collector;debt;loan;percent
1012;53195;0.0;0.0;0.0;0.0;5.0;margin;percent;june;said;market
1013;46114;0.0;0.0;0.0;0.0;5.0;rubio;trump;cruz;new;republican
1014;1640;3.0;3.0;3.0;3.0;5.0;agricultur;classroom;viterra;saskatchewan;canada
1015;32553;0.0;0.0;0.0;0.0;5.0;price;drug;increas;year;pfizer
1016;8369;6.0;5.0;2.0;3.0;0.0;cent;midwest;lower;wheat;also
1017;31085;0.0;0.0;0.0;0.0;5.0;respons;said;bank;chang;carney
1018;22000;0.0;0.0;0.0;0.0;5.0;us;lawmak;compani;letter;said
1019;50702;0.0;0.0;0.0;0.0;5.0;said;boe;iran;plane;sale
1020;32000;0.0;0.0;0.0;0.0;5.0;said;scotland;poll;percent;vote
1021;47956;0.0;0.0;0.0;0.0;5.0;roy;hill;said;percent;ore
1022;21179;0.0;0.0;0.0;0.0;5.0;million;game;said;china;onlin
1023;42922;0.0;0.0;0.0;0.0;5.0;euro;billion;edf;said;compani
1024;27463;0.0;0.0;0.0;0.0;5.0;committe;inflat;feder;market;labor
1025;32790;0.0;0.0;0.0;0.0;5.0;hendri;said;percent;china;year
1026;48953;0.0;0.0;0.0;0.0;5.0;inflat;expect;price;declin;growth
1027;1657;2.0;2.0;3.0;2.0;5.0;plant;canada;viterra;close;crush
1028;41430;0.0;0.0;0.0;0.0;5.0;yen;end;kuroda;strengthen;ralli
1029;29307;0.0;0.0;0.0;0.0;5.0;medicaid;said;centen;molina;percent
1030;19013;48.0;41.0;19.0;28.0;0.0;wheat;hectar;price;grain;corn
1031;11670;23.0;24.0;17.0;9.0;1.0;corn;us;wheat;million;close
1032;49004;0.0;0.0;0.0;0.0;5.0;would;player;club;britain;soccer
1033;59169;0.0;0.0;0.0;0.0;5.0;insur;plc;ii;group;firm
1034;34944;0.0;0.0;0.0;0.0;5.0;billion;avago;broadcom;compani;deal
1035;43454;0.0;0.0;0.0;0.0;5.0;macau;casino;china;said;hong
1036;46612;0.0;0.0;0.0;0.0;5.0;new;state;credit;empir;offic
1037;34253;0.0;0.0;0.0;0.0;5.0;deal;greek;exit;accord;uk
1038;28808;0.0;0.0;0.0;0.0;5.0;kuroda;japan;higher;yen;wage
1039;455;33.0;23.0;17.0;18.0;0.0;wheat;crop;15;week;mmt
1040;2636;1.0;1.0;1.0;1.0;5.0;nobl;rate;million;agri;fitch
1041;11388;15.0;3.0;3.0;3.0;0.0;wheat;mmt;around;crop;export
1042;36978;35.0;28.0;16.0;16.0;0.0;wheat;corn;futur;price;fund
1043;55966;0.0;0.0;0.0;0.0;5.0;qualcomm;said;mollenkopf;ceo;compani
1044;51059;0.0;0.0;0.0;0.0;5.0;said;fire;mcmurray;fort;oper
1045;46072;0.0;0.0;0.0;0.0;5.0;ryan;republican;hous;said;democrat
1046;8112;0.0;0.0;0.0;0.0;5.0;putin;said;ukrain;leader;told
1047;23959;0.0;0.0;0.0;0.0;5.0;said;tesla;motor;close;electr
1048;39922;0.0;0.0;0.0;0.0;5.0;bouygu;said;euro;iliad;sfr
1049;29388;0.0;0.0;0.0;0.0;5.0;commod;said;jpmorgan;busi;bank
1050;54235;0.0;0.0;0.0;0.0;5.0;tripoli;embassi;state;islam;group
1051;22797;0.0;0.0;0.0;0.0;5.0;manufactur;said;obama;us;last
1052;35227;0.0;0.0;0.0;0.0;5.0;percent;yield;point;basi;10year
1053;23400;27.0;20.0;8.0;8.0;0.0;wheat;price;futur;corn;fund
1054;41238;0.0;0.0;0.0;0.0;5.0;howard;brevan;manag;capit;equiti
1055;52891;0.0;0.0;0.0;0.0;5.0;obama;said;europ;merkel;european
1056;23192;28.0;21.0;9.0;9.0;0.0;wheat;fiat;industri;cnh;corn
1057;52027;0.0;0.0;0.0;0.0;5.0;percent;sale;said;year;ford
1058;5579;30.0;27.0;13.0;11.0;0.0;wheat;corn;futur;market;price
1059;33;34.0;31.0;3.0;22.0;0.0;grain;trade;liverpool;wheat;market
1060;7526;10.0;5.0;4.0;4.0;0.0;wheat;say;product;plant;see
1061;19553;0.0;0.0;0.0;0.0;5.0;tax;us;compani;pfizer;percent
1062;43012;0.0;0.0;0.0;0.0;5.0;cameron;saturday;said;campaign;labour
1063;7115;6.0;6.0;6.0;0.0;4.0;close;cent;10;dec;wheat
1064;936;0.0;0.0;0.0;0.0;5.0;merkel;erdogan;turkey;said;refuge
1065;36370;27.0;20.0;8.0;8.0;0.0;wheat;cocoa;year;price;corn
1066;34592;43.0;33.0;18.0;20.0;0.0;wheat;corn;price;futur;us
1067;46693;0.0;0.0;0.0;0.0;5.0;tunisia;said;group;tourist;like
1068;41650;0.0;0.0;0.0;0.0;5.0;africa;china;billion;contin;year
1069;15296;0.0;0.0;0.0;0.0;5.0;compani;said;pipelin;well;energi
1070;56147;1.0;1.0;1.0;1.0;5.0;merkel;said;euro;coalit;spd
1071;32117;0.0;0.0;0.0;0.0;5.0;real;estat;valu;price;year
1072;31294;0.0;0.0;0.0;0.0;5.0;percent;bnp;bank;pariba;euro
1073;20182;52.0;43.0;27.0;31.0;0.0;wheat;price;futur;corn;crop
1074;46383;0.0;0.0;0.0;0.0;5.0;murray;coal;us;energi;industri
1075;48102;0.0;0.0;0.0;0.0;5.0;bank;loan;said;steel;essar
1076;15615;28.0;21.0;9.0;9.0;0.0;wheat;price;futur;market;corn
1077;34313;0.0;0.0;0.0;0.0;5.0;bank;said;percent;lender;australia
1078;9075;19.0;15.0;10.0;13.0;0.0;mmt;100;report;200;wheat
1079;12371;0.0;0.0;0.0;0.0;5.0;year;china;properti;sector;month
1080;56058;0.0;0.0;0.0;0.0;5.0;said;us;emerson;german;europ
1081;35128;0.0;0.0;0.0;0.0;5.0;said;yellen;feder;fed;today
1082;50518;0.0;0.0;0.0;0.0;5.0;oper;gen;said;reinsur;busi
1083;4020;0.0;0.0;0.0;2.0;5.0;brand;tiger;dougal;mac;busi
1084;18008;41.0;34.0;11.0;10.0;0.0;wheat;corn;price;bushel;futur
1085;41625;0.0;0.0;0.0;0.0;5.0;korea;north;south;nuclear;china
1086;8376;0.0;0.0;0.0;0.0;5.0;answer;like;pay;someth;two
1087;19782;0.0;0.0;0.0;0.0;5.0;said;home;market;percent;year
1088;29698;0.0;0.0;0.0;0.0;5.0;parti;said;voter;sweden;immigr
1089;19483;0.0;0.0;0.0;0.0;5.0;tmobil;iphon;said;appl;us
1090;15992;51.0;28.0;9.0;16.0;0.0;wheat;price;futur;tonn;corn
1091;10406;5.0;5.0;0.0;5.0;5.0;viterra;cp;servic;agreement;grain
1092;33725;0.0;0.0;0.0;0.0;5.0;mobil;yahoo;ad;mayer;compani
1093;29718;0.0;0.0;0.0;0.0;5.0;percent;bank;dbs;indonesia;danamon
1094;43511;0.0;0.0;0.0;0.0;5.0;cameron;secur;eu;agreement;union
1095;31586;33.0;25.0;11.0;12.0;0.0;wheat;price;corn;futur;feed
1096;25611;0.0;0.0;0.0;0.0;5.0;percent;price;properti;singapor;said
1097;56988;0.0;0.0;0.0;0.0;5.0;car;auction;million;ferrari;sold
1098;55605;0.0;0.0;0.0;0.0;5.0;wine;bottl;drink;kuve;like
1099;34083;0.0;0.0;0.0;0.0;5.0;china;xi;uk;said;countri
1100;14587;0.0;0.0;0.0;0.0;5.0;us;germani;merkel;work;report
1101;2531;0.0;0.0;0.0;0.0;5.0;alpin;valley;flower;bread;food
1102;4256;19.0;9.0;5.0;9.0;0.0;export;wheat;tax;price;said
1103;40939;0.0;0.0;0.0;0.0;5.0;said;gozi;schengen;eu;would
1104;32433;0.0;0.0;0.0;0.0;5.0;said;bank;wilkin;risk;etf
1105;30474;0.0;0.0;0.0;0.0;5.0;price;microsoft;xbox;game;consol
1106;28176;49.0;46.0;16.0;21.0;0.0;wheat;corn;feed;us;price
1107;3643;0.0;0.0;0.0;0.0;5.0;cruz;senat;immigr;said;peopl
1108;35089;38.0;31.0;19.0;19.0;0.0;wheat;price;harvest;corn;futur
1109;32386;0.0;0.0;0.0;0.0;5.0;bitcoin;currenc;said;regul;virtual
1110;52686;0.0;0.0;0.0;0.0;5.0;tesla;share;stock;jona;target
1111;46619;0.0;0.0;0.0;0.0;5.0;compani;work;employe;polici;leav
1112;51166;0.0;0.0;0.0;0.0;5.0;amazon;servic;deliveri;groceri;compani
1113;14299;5.0;3.0;1.0;2.0;5.0;chines;dalian;market;week;may
1114;6932;0.0;0.0;0.0;0.0;5.0;like;nt;get;day;year
1115;54402;0.0;0.0;0.0;0.0;5.0;ryan;trump;hous;agenda;republican
1116;3761;4.0;4.0;3.0;4.0;4.0;argentina;said;govern;luciano;market
1117;51053;0.0;0.0;0.0;0.0;5.0;deutsch;wohnen;said;conwert;sharehold
1118;36528;0.0;0.0;0.0;0.0;5.0;gun;issu;said;democrat;obama
1119;48268;0.0;0.0;0.0;0.0;5.0;young;loan;debt;student;household
1120;40761;0.0;0.0;0.0;0.0;5.0;yield;percent;treasuri;note;point
1121;39441;0.0;0.0;0.0;0.0;5.0;percent;quarter;rate;gdp;month
1122;5118;0.0;0.0;0.0;0.0;5.0;volum;total;month;contract;year
1123;3055;0.0;0.0;0.0;0.0;5.0;cargil;london;offic;transport;dri
1124;32250;0.0;0.0;0.0;0.0;5.0;debt;bond;percent;investor;bank
1125;59208;0.0;0.0;0.0;0.0;5.0;compani;deal;said;activ;youngberg
1126;15208;0.0;0.0;0.0;0.0;5.0;plant;epa;rule;said;coal
1127;16045;11.0;0.0;0.0;0.0;0.0;contract;juli;wheat;record;volum
1128;2566;32.0;26.0;14.0;13.0;0.0;price;wheat;corn;futur;us
1129;25903;0.0;0.0;0.0;0.0;5.0;oil;barrel;februari;energi;sinc
1130;18782;0.0;0.0;0.0;0.0;5.0;j;alzheim;said;trial;pfizer
1131;6155;34.0;27.0;14.0;18.0;0.0;wheat;tonn;price;futur;sugar
1132;52412;0.0;0.0;0.0;0.0;5.0;said;health;compani;ibm;cvs
1133;5396;2.0;2.0;0.0;2.0;5.0;commiss;european;decis;gmo;committe
1134;43489;0.0;0.0;0.0;0.0;5.0;said;haldan;percent;inflat;polici
1135;34845;0.0;0.0;0.0;0.0;5.0;said;harvard;percent;problem;graduat
1136;19110;0.0;0.0;0.0;0.0;5.0;women;said;game;halo;ross
1137;32042;0.0;0.0;0.0;0.0;5.0;samsung;lee;group;electron;busi
1138;57949;0.0;0.0;0.0;0.0;5.0;swap;market;trade;requir;cftc
1139;2594;0.0;0.0;2.0;0.0;5.0;cargil;palm;oil;chain;said
1140;32314;0.0;0.0;0.0;0.0;5.0;bridg;said;haun;chang;name
1141;16950;38.0;31.0;19.0;19.0;0.0;price;wheat;us;cotton;futur
1142;18469;28.0;21.0;8.0;9.0;0.0;price;wheat;coffe;futur;corn
1143;17398;29.0;21.0;9.0;9.0;0.0;tonn;wheat;pellet;year;us
1144;39560;0.0;0.0;0.0;0.0;5.0;warner;soccer;concacaf;accus;govern
1145;34195;0.0;0.0;0.0;0.0;5.0;osborn;percent;year;said;pound
1146;49370;0.0;0.0;0.0;0.0;5.0;snapchat;compani;inc;startup;said
1147;4577;29.0;22.0;10.0;10.0;0.0;wheat;price;cocoa;futur;corn
1148;46438;0.0;0.0;0.0;0.0;5.0;iowa;percent;cruz;democrat;win
1149;34118;0.0;0.0;0.0;0.0;5.0;investor;market;percent;mainland;share
1150;833;23.0;25.0;19.0;12.0;1.0;corn;close;us;wheat;report
1151;45750;0.0;0.0;0.0;0.0;5.0;australia;submarin;japan;china;australian
1152;27149;0.0;0.0;0.0;0.0;5.0;hydrogen;fuelcel;said;brouwer;car
1153;47896;0.0;0.0;0.0;0.0;5.0;bank;percent;vietnam;year;trade
1154;7233;0.0;0.0;0.0;0.0;5.0;sander;said;polit;would;senat
1155;50483;0.0;0.0;0.0;0.0;5.0;said;buffett;bank;hold;berkshir
1156;1005;1.0;1.0;0.0;1.0;5.0;compani;food;said;acquisit;million
1157;48470;0.0;0.0;0.0;0.0;5.0;drone;pakistan;said;china;arm
1158;38071;0.0;0.0;0.0;0.0;5.0;isra;palestinian;secur;said;abba
1159;54487;0.0;0.0;0.0;0.0;5.0;trump;campaign;million;fundrais;said
1160;24628;0.0;0.0;0.0;0.0;5.0;opel;adam;said;gm;car
1161;79;0.0;0.0;0.0;0.0;5.0;art;loan;bank;rate;said
1162;52300;0.0;0.0;0.0;0.0;5.0;bank;mellon;bni;argentina;local
1163;21271;0.0;0.0;0.0;0.0;5.0;account;twitter;post;hack;syrian
1164;35727;27.0;20.0;8.0;8.0;0.0;wheat;price;corn;futur;market
1165;11658;17.0;10.0;4.0;7.0;0.0;wheat;mmt;tmt;14;said
1166;36330;0.0;0.0;0.0;0.0;5.0;redzepi;experi;noma;tokyo;restaur
1167;47511;0.0;0.0;0.0;0.0;5.0;growth;economi;rate;risk;bank
1168;11905;37.0;31.0;17.0;25.0;0.0;mmt;wheat;grain;harvest;crop
1169;30657;30.0;27.0;10.0;11.0;0.0;wheat;corn;price;futur;ethanol
1170;13232;0.0;0.0;0.0;0.0;5.0;minist;said;greek;greec;european
1171;54192;0.0;0.0;0.0;0.0;5.0;clinton;email;said;use;account
1172;16945;0.0;0.0;0.0;0.0;5.0;retail;street;tiffani;market;creativ
1173;31052;1.0;1.0;0.0;1.0;5.0;vti;index;etf;manag;fund
1174;51704;0.0;0.0;0.0;0.0;5.0;said;uber;latin;america;region
1175;18980;0.0;0.0;0.0;0.0;5.0;bank;percent;dollar;rate;month
1176;52206;0.0;0.0;0.0;0.0;5.0;china;year;trillion;accord;foreign
1177;42910;0.0;0.0;0.0;0.0;5.0;said;putin;privat;pjsc;state
1178;19818;0.0;0.0;0.0;0.0;5.0;allergan;valeant;persh;comment;vote
1179;6090;4.0;0.0;0.0;0.0;5.0;million;bushel;tonn;may;billion
1180;33528;27.0;20.0;8.0;8.0;0.0;wheat;corn;futur;yara;price
1181;34750;31.0;24.0;12.0;12.0;0.0;wheat;price;coffe;corn;futur
1182;41504;0.0;0.0;0.0;0.0;5.0;groberg;bomber;afghanistan;said;armi
1183;47681;0.0;0.0;0.0;0.0;5.0;said;imf;global;fund;system
1184;6928;0.0;0.0;0.0;3.0;5.0;naira;nigeria;period;year;last
1185;8899;0.0;0.0;0.0;0.0;5.0;samsung;trillion;said;compar;market
1186;55144;0.0;0.0;0.0;0.0;5.0;uk;parti;leav;like;polit
1187;31594;0.0;0.0;0.0;0.0;5.0;month;growth;consumpt;quarter;expect
1188;57781;0.0;0.0;0.0;0.0;5.0;ipo;brixmor;compani;properti;real
1189;490;5.0;5.0;8.0;5.0;2.0;crush;cargil;soybean;facil;product
1190;15699;0.0;0.0;0.0;0.0;5.0;yen;solar;kilowatt;japan;year
1191;50284;0.0;0.0;0.0;0.0;5.0;amc;inc;million;entertain;ipo
1192;215;32.0;36.0;20.0;12.0;1.0;corn;price;wheat;futur;cf
1193;32010;0.0;0.0;0.0;0.0;5.0;said;clinton;rubio;syria;refuge
1194;14902;1.0;1.0;1.0;1.0;5.0;drug;antibiot;human;new;diseas
1195;10764;0.0;0.0;0.0;0.0;5.0;bank;rate;said;percent;deposit
1196;9234;0.0;0.0;0.0;0.0;5.0;percent;china;co;said;target
1197;30768;29.0;22.0;10.0;10.0;0.0;price;cent;pound;wheat;coffe
1198;4817;0.0;0.0;0.0;0.0;5.0;percent;price;said;year;median
1199;22440;0.0;0.0;0.0;0.0;5.0;facebook;sayman;view;internship;comment
1200;56183;0.0;0.0;0.0;0.0;5.0;said;ballmer;microsoft;execut;chang
1201;51684;0.0;0.0;0.0;0.0;5.0;putin;defens;russian;year;energi
1202;8938;9.0;7.0;7.0;4.0;0.0;mt;lower;wheat;soybean;week
1203;16203;28.0;21.0;8.0;10.0;0.0;wheat;olam;cocoa;corn;futur
1204;40668;0.0;0.0;0.0;0.0;5.0;market;suppli;buyback;equiti;inflow
1205;44900;0.0;0.0;0.0;0.0;5.0;scarf;way;tie;style;shoulder
1206;44982;0.0;0.0;0.0;0.0;5.0;time;warner;said;hudson;yard
1207;30950;0.0;0.0;0.0;0.0;5.0;percent;home;homebuild;year;uk
1208;9215;3.0;3.0;0.0;3.0;5.0;elev;new;richardson;continu;dauphin
1209;11782;27.0;20.0;8.0;8.0;0.0;wheat;corn;futur;price;nobl
1210;45304;0.0;0.0;0.0;0.0;5.0;percent;billion;euro;telefonica;quarter
1211;25591;0.0;0.0;0.0;0.0;5.0;yuan;china;uk;currenc;bond
1212;55900;0.0;0.0;0.0;0.0;5.0;said;osborn;link;rail;london
1213;15126;0.0;0.0;0.0;0.0;5.0;china;coal;new;plant;coalfir
1214;34301;0.0;0.0;0.0;0.0;5.0;iran;said;accord;million;barrel
1215;21761;0.0;0.0;0.0;0.0;5.0;secur;us;sochi;said;russia
1216;27815;0.0;0.0;0.0;0.0;5.0;exxon;us;percent;year;shale
1217;60387;0.0;0.0;0.0;0.0;5.0;cabl;altic;time;warner;drahi
1218;51511;0.0;0.0;0.0;0.0;5.0;hu;kong;said;citi;hong
1219;31700;0.0;0.0;0.0;0.0;5.0;said;japan;abe;statement;nikai
1220;40079;0.0;0.0;0.0;0.0;5.0;said;prabowo;hashim;jokowi;elect
1221;47508;0.0;0.0;0.0;1.0;5.0;shanghai;futur;commod;exchang;market
1222;13389;46.0;34.0;20.0;22.0;0.0;wheat;price;corn;futur;forecast
1223;58602;0.0;0.0;0.0;0.0;5.0;bank;1mdb;central;fine;said
1224;17005;2.0;2.0;2.0;2.0;5.0;eu;solut;author;food;feed
1225;48945;0.0;0.0;0.0;0.0;5.0;starwood;said;hotel;hyatt;compani
1226;35994;0.0;0.0;0.0;0.0;5.0;westbrook;fashion;athlet;say;like
1227;14024;23.0;8.0;7.0;8.0;0.0;bushel;acr;august;2009;estim
1228;7111;8.0;6.0;5.0;3.0;0.0;close;nt;friday;week;wheat
1229;19987;0.0;0.0;0.0;0.0;5.0;percent;bank;said;westpac;dividend
1230;38270;0.0;0.0;0.0;0.0;5.0;bank;central;year;said;rate
1231;41450;0.0;0.0;0.0;0.0;5.0;facebook;said;advertis;market;compani
1232;22177;0.0;0.0;0.0;0.0;5.0;new;said;univers;citi;cornel
1233;51196;0.0;0.0;0.0;0.0;5.0;bank;said;australian;anz;lender
1234;27470;0.0;0.0;0.0;0.0;5.0;commod;year;said;price;would
1235;37501;37.0;23.0;9.0;13.0;0.0;wheat;price;corn;futur;market
1236;60060;0.0;0.0;0.0;0.0;5.0;engin;year;plane;cfm;leap
1237;41446;0.0;0.0;0.0;0.0;5.0;said;bank;jpmorgan;trade;market
1238;38367;0.0;0.0;0.0;0.0;5.0;game;sport;ncaa;tournament;athlet
1239;28877;56.0;38.0;17.0;26.0;0.0;wheat;price;grain;export;corn
1240;23;18.0;15.0;7.0;11.0;0.0;mmt;year;wheat;harvest;15
1241;31453;0.0;0.0;0.0;0.0;5.0;japan;china;side;said;ministri
1242;50827;0.0;0.0;0.0;0.0;5.0;smith;duncan;budget;parti;osborn
1243;8208;10.0;6.0;3.0;3.0;0.0;wheat;mmt;corn;usda;cent
1244;33249;28.0;22.0;9.0;9.0;0.0;cattl;price;wheat;us;corn
1245;54743;0.0;0.0;0.0;0.0;5.0;said;vimpelcom;hutchison;itali;italia
1246;35985;30.0;22.0;10.0;11.0;0.0;wheat;price;sugar;corn;futur
1247;10754;0.0;0.0;0.0;0.0;5.0;snowden;said;kerri;russia;china
1248;51827;0.0;0.0;0.0;0.0;5.0;retir;said;401;k;plan
1249;36076;39.0;26.0;13.0;14.0;0.0;wheat;price;tonn;corn;futur
1250;35374;0.0;0.0;0.0;0.0;5.0;inflat;bank;japan;octob;growth
1251;49295;0.0;0.0;0.0;0.0;5.0;car;ship;go;mayb;said
1252;619;39.0;34.0;29.0;24.0;0.0;crop;wheat;cent;15;close
1253;52170;0.0;0.0;0.0;0.0;5.0;percent;year;bank;world;januari
1254;34694;0.0;0.0;0.0;0.0;5.0;sinc;currenc;percent;dollar;level
1255;27718;0.0;0.0;0.0;0.0;5.0;fiat;chrysler;strateg;vision;said
1256;26659;57.0;39.0;17.0;25.0;0.0;wheat;price;export;corn;futur
1257;39061;8.0;7.0;7.0;7.0;0.0;percent;australia;growth;drought;said
1258;30453;0.0;0.0;0.0;0.0;5.0;said;iran;presid;letter;obama
1259;45245;0.0;0.0;0.0;0.0;5.0;bank;boe;market;would;billion
1260;12088;0.0;0.0;0.0;0.0;5.0;percent;may;bank;govern;yield
1261;9983;16.0;7.0;6.0;7.0;0.0;may;wheat;12;month;nov
1262;22482;0.0;0.0;0.0;0.0;5.0;huawei;said;market;appl;new
1263;54494;0.0;0.0;0.0;0.0;5.0;karzai;said;us;afghanistan;secur
1264;17169;41.0;28.0;18.0;13.0;0.0;wheat;futur;price;fund;long
1265;34698;46.0;31.0;16.0;19.0;0.0;wheat;tonn;price;futur;corn
1266;38289;0.0;0.0;0.0;0.0;5.0;trump;cruz;said;republican;support
1267;14017;3.0;14.0;2.0;3.0;1.0;corn;nebraska;ncga;dickey;said
1268;17534;0.0;0.0;0.0;0.0;5.0;bank;said;peopl;market;probe
1269;1466;15.0;15.0;6.0;15.0;4.0;sale;agi;c;2014;quarter
1270;49413;0.0;0.0;0.0;1.0;5.0;steel;us;complaint;said;product
1271;43880;0.0;0.0;0.0;0.0;5.0;appl;compani;exxon;billion;year
1272;24522;0.0;0.0;0.0;0.0;5.0;uber;taxi;compani;servic;yen
1273;57218;0.0;0.0;0.0;0.0;5.0;mountain;messner;build;climb;museum
1274;53651;0.0;0.0;0.0;0.0;5.0;elect;even;may;major;show
1275;9335;29.0;22.0;10.0;10.0;0.0;wheat;price;futur;corn;sugar
1276;23274;0.0;0.0;0.0;0.0;5.0;server;compani;said;data;center
1277;54298;0.0;0.0;0.0;0.0;5.0;manufactur;economist;growth;domest;gain
1278;60804;0.0;0.0;0.0;0.0;5.0;committe;bank;rate;inflat;vote
1279;56317;0.0;0.0;0.0;0.0;5.0;obama;compani;tax;said;presid
1280;17722;31.0;24.0;12.0;15.0;0.0;price;sugar;wheat;futur;corn
1281;3856;0.0;0.0;0.0;0.0;5.0;gun;sander;senat;vote;control
1282;50727;0.0;0.0;0.0;0.0;5.0;economi;said;dudley;forecast;rule
1283;5157;1.0;1.0;0.0;1.0;5.0;port;termin;antonina;invest;paran
1284;18637;0.0;0.0;0.0;0.0;5.0;shire;billion;compani;said;viropharma
1285;27136;0.0;0.0;0.0;0.0;5.0;percent;said;sale;unilev;rose
1286;38804;0.0;0.0;0.0;0.0;5.0;attack;kill;istanbul;2015;bomb
1287;36876;28.0;21.0;9.0;9.0;0.0;wheat;dow;corn;futur;price
