DATE,IGC GOI,Wheat,Maize,Soyabeans,Rice,Barley
39619,316.16,305.75,300.72,289.68,333.64,305.17
39622,314.52,304.53,302.12,286.31,333.16,302.82
39623,313.42,304.99,300.02,284.28,332.44,305.16
39624,317.7,308.82,305.26,290.19,332.44,301.43
39625,322.87,313.57,312.94,296.27,333.02,301.87
39626,323.23,312.55,314.34,297.62,332.3,300.45
39629,321.15,304.38,305.75,301.67,332.3,299.52
39630,321.34,301.74,304.14,306.06,328.45,296.68
39631,323.74,301.12,311.96,308.76,328.45,298.99
39632,323.13,299.74,311.06,310.62,322.34,298.37
39633,322.19,296.7,309.8,310.78,322.34,298.39
39636,312.56,286.22,300.58,298.29,322.34,296.8
39637,309.12,282.22,296.6,293.9,324.41,293.47
39638,309.21,278.83,293.31,298.12,322.4,293.58
39639,309.39,275.24,289.68,302.85,321.49,290.39
39640,310.56,275.41,290.59,305.72,320.57,288.22
39643,305.62,273.14,281.16,299.31,320.57,285.89
39644,301.64,272.39,278.37,291.88,319.13,286.66
39645,304.82,273.63,279.06,297.62,322.75,282.44
39646,298.63,271.68,268.94,287.99,322.75,282.63
39647,292.65,269.97,259.51,278.54,322.75,280.99
39650,287.28,270.43,254.96,268.75,319.42,277.09
39651,286.9,270.5,250.07,270.27,319.42,272.34
39652,285.35,268.01,251.47,268.08,323.16,258.09
39653,285.68,268.69,251.82,267.74,325.46,256.99
39654,286.08,268.13,252.52,269.76,323.1,255.83
39657,285.76,266.72,253.57,269.09,323.1,259.95
39658,283.24,265.98,255.66,265.71,314.39,258.05
39659,283.35,265.69,255.66,267.23,311.81,256.97
39660,281.93,265.37,249.73,267.06,309.51,257.04
39661,277.59,267.09,242.04,259.63,306.47,256.57
39664,269.01,263.65,234.01,246.3,301.31,257.22
39665,266.85,264.81,231.91,242.08,299.59,255.36
39666,262.3,263.35,227.37,234.48,299.59,254.56
39667,266.09,269.22,230.87,238.36,299.59,256.09
39668,258.45,263.17,223.88,229.42,292.57,252.8
39671,259.38,266.12,224.93,229.92,291.13,252.28
39672,261.85,268,229.12,233.47,289.69,251.68
39673,269.92,273.73,237.5,247.65,289.69,252.93
39674,270.13,275.79,242.04,245.29,288.3,255.49
39675,265.02,272.93,234.71,238.03,288.3,253.37
39678,272.7,276.1,241.34,251.87,288.1,251.87
39679,271.55,275.21,245.53,247.99,287.69,252.91
39680,274.63,278.34,249.03,251.53,287.69,254.89
39681,279.85,281.83,254.96,259.13,287.69,257.61
39682,276.14,278.93,252.17,254.91,282.84,255.69
39685,276.01,273.54,249.73,259.13,282.26,257.71
39686,274.14,270.47,246.58,257.95,282.26,256.67
39687,273.68,267.07,246.58,258.79,281.98,259.49
39688,269.84,264.24,244.14,252.38,281.98,259.17
39689,269.25,263.09,242.74,252.38,281.98,258.08
39692,266.91,258.56,240.3,251.53,280.43,254.29
39693,263.44,253.65,236.8,248.16,282.29,241.81
39694,259.56,253.37,234.01,239.55,285.59,239.1
39695,257.66,252.13,232.96,236.17,285.88,238.51
39696,251.97,250.28,228.07,225.87,285.88,235.88
39699,253.51,249.9,228.07,230.09,285.88,233.17
39700,252.94,246.68,227.02,231.61,285.72,229.79
39701,250.01,244.77,224.58,227.39,284.93,225.82
39702,249.35,243.25,223.53,227.39,284.93,224
39703,252.14,243.08,230.52,232.79,280.05,227.2
39706,250.39,243.05,230.52,229.08,279.45,225.16
39707,243.72,238.88,222.83,219.29,279.45,220.82
39708,246.51,242.29,227.37,222.5,278.97,217.41
39709,242.52,238.76,220.04,218.28,278.97,216.93
39710,246.32,241.48,223.53,224.18,279.12,218.06
39713,251.96,242.4,226.95,235.33,279.12,221.91
39714,251.04,243.65,226.53,232.62,278.65,221.35
39715,249.62,240.34,226.12,232.12,278.24,219.95
39716,249.11,241.07,223.6,231.44,277.52,221.21
39717,246.18,238.51,218.99,227.9,277.52,220.28
39720,237.67,232.1,210.33,215.57,277.52,215.54
39721,232,230.56,202.71,206.8,277.52,207.46
39722,230.48,227.42,201.04,207.64,272.86,208.58
39723,223.95,221.8,193.42,199.03,272.86,206
39724,222.82,220.51,194.19,197,272.86,206.38
39727,215.04,216.51,187.35,184.34,272.86,199.3
39728,214.73,214.6,185.39,185.53,272.86,201.88
39729,215.82,213.36,187.28,192.45,265.34,195.16
39730,216.58,210.6,188.81,195.49,265.05,196.47
39731,207.47,202.98,180.57,182.49,264.77,190.72
39734,207.65,203.21,181.62,185.86,254.47,190.55
39735,204.47,201,181.27,179.79,254.47,191.22
39736,199.5,198.52,174.63,173.2,251.94,187.34
39737,200.34,196.9,174.28,176.58,252.99,181.94
39738,204.11,198.9,179.87,182.15,252.7,183.82
39741,206.74,199.08,183.43,188.06,249.45,182.47
39742,203.24,196.08,181.06,184.17,244.84,181.33
39743,195.83,190.96,173.45,173.88,242.86,177.64
39744,197.57,190.36,173.52,178.44,243.38,174.61
39745,194.94,190.65,168.35,174.72,243.38,165.64
39748,196.83,191.44,172.19,180.12,235.31,163.37
39749,195.71,190.16,174.98,177.42,234.76,162.66
39750,203.46,196.4,184.06,188.56,232.6,167.86
39751,202.05,194.16,181.27,188.65,229.98,167.7
39752,201.15,195.05,179.52,187.38,229.15,161.69
39755,201.16,196.24,179.8,187.89,224.51,163.6
39756,203.3,198.07,181.83,191.94,221.4,163.84
39757,197.01,193.93,175.47,181.81,221.4,162.09
39758,196.16,192.82,171.56,182.49,220.82,157.4
39759,196.85,193.45,170.79,184.68,218.91,156.69
39762,199.45,193.18,171.7,190.76,218.91,156.23
39763,195.76,193.34,167.37,184.51,217.4,150.12
39764,193.99,194.52,165.13,181.14,216.17,148.85
39765,194.64,196.19,166.04,181.47,215.83,147.67
39766,194.98,196.01,165.9,181.98,217.21,147.98
39769,195.62,191.63,172.36,184.01,217.55,145.96
39770,194.96,190.46,169.74,183.16,221.32,143.58
39771,193.33,188.61,169.22,181.47,220.32,140.98
39772,188.37,186.31,162.93,173.88,220.32,136.31
39773,184.89,183.69,152.45,171.18,220.9,135.65
39776,190.32,188.13,158.22,178.94,220.9,137.42
39777,189.99,187.63,158.22,178.6,220.64,136.62
39778,190.66,187.78,161.36,179.28,219.22,137.63
39779,190.59,187.58,161.36,179.28,219.22,137.14
39780,192.28,196.09,160.31,178.77,218.26,135.22
39783,186.06,191.88,153.5,171.68,210.44,137.54
39784,183.78,190.36,152.98,167.97,209.17,137.02
39785,183.43,188.37,153.5,168.64,209.17,136.68
39786,179.32,181.85,148.26,165.1,209.12,136.79
39787,175.01,179.55,140.93,159.87,207.83,134.87
39790,180.26,183.14,149.31,166.79,207.83,136.25
39791,179.74,183.98,148.26,165.27,207.83,137.01
39792,182.54,187.4,152.98,168.48,207.62,137.28
39793,185.47,187.93,158.22,173.54,206.31,137.61
39794,187.58,189.96,168.17,173.2,206.31,138.97
39797,186.68,189.8,167.65,171.51,205.48,139.23
39798,189.51,192.62,173.93,173.88,205.48,140.33
39799,190.33,194.48,172.36,174.72,205.53,143.78
39800,191.23,196.61,171.32,175.73,205.53,145.21
39801,190.29,195.7,167.65,175.73,204.68,144.78
39804,192.17,197,168.7,179.11,204.68,143.67
39805,194.64,198.16,174.98,181.81,204.68,144.26
39806,196.37,198.96,177.08,184.51,204.94,144.26
39807,,,,,,
39808,200.46,200.44,182.32,191.27,204.94,144.75
39811,198.42,201.04,174.98,188.73,204.94,145.66
39812,199.69,203.28,176.03,189.91,204.94,145.9
39813,202.6,203.61,180.75,194.81,204.94,144.62
39814,203.73,203.32,180.75,195.4,202.61,145.28
39815,203.53,202.52,182.84,194.47,203.13,145.44
39818,205.56,205.66,182.84,196.5,205.65,143.79
39819,209.94,211.29,187.56,201.23,205.65,146.25
39820,206.54,207.9,183.36,196.67,205.03,149.25
39821,206.2,208.39,179.7,196.84,205.03,149.92
39822,210.74,209.57,181.27,205.11,208.17,148.63
39825,200.78,200.48,169.22,191.43,209.85,148.41
39826,200.08,199.97,161.89,193.12,209.85,145.25
39827,200.88,199.99,165.55,193.8,210.3,145.83
39828,203.5,199.97,166.6,199.37,211.52,143.57
39829,207.65,202.07,177.08,204.09,210.6,145.03
39832,207.81,202.36,177.08,204.09,210.6,147.61
39833,204.26,198.42,174.46,199.2,210.6,147.8
39834,207.98,201.06,178.65,204.77,210.6,147.65
39835,207.44,200.77,180.22,202.91,211.05,148.95
39836,207.86,203.58,181.27,201.73,211.27,148.23
39839,208.47,205.09,182.84,201.39,211.12,152.21
39840,204.66,204.48,176.03,195.32,211.12,153.69
39841,206.51,206.3,179.7,196.67,212.26,154.58
39842,204.62,203.83,178.65,194.13,212.26,154.85
39843,205.08,202.82,177.6,196.33,212.18,153.89
39846,202.2,200.86,173.93,192.11,212.47,153.13
39847,200.28,199.65,169.74,189.91,212.47,153.64
39848,199.45,198.42,167.65,189.58,212.55,153.24
39849,203.05,201.15,173.41,194.47,211.4,154.38
39850,205.42,200.8,176.03,199.2,211.4,155.07
39853,205.51,200.65,176.55,199.2,211.4,156.46
39854,204.56,199.55,176.55,197.68,211.2,156.66
39855,200.97,196.73,173.41,191.94,211.89,155.1
39856,199.42,193.56,172.89,190.59,211.89,153.22
39857,197.89,193.43,171.32,188.06,210.5,153.89
39860,197.4,192.19,171.32,188.06,209.67,153.2
39861,191.59,189.07,166.08,178.6,209.67,151.13
39862,189.46,187.53,165.03,175.23,209.73,149.39
39863,189.6,189.02,166.08,174.22,209.58,150.2
39864,187.34,189.69,164.5,169.32,209.47,148.77
39867,187.29,188.85,165.03,169.83,208.81,147.72
39868,188.17,189.55,166.6,171.01,208.81,146.02
39869,188.67,190.83,169.74,170.16,209.21,145.75
39870,187.7,190.3,168.7,168.31,210.02,146.22
39871,187.77,190.71,164.5,169.83,210.02,144.88
39874,185.96,188.18,163.46,167.63,210.51,142.63
39875,186.72,187.57,163.46,169.91,210.25,142.43
39876,189.49,190.53,168.7,172.7,210.46,142.49
39877,188.09,190.77,166.6,170.16,210.37,141.91
39878,190.53,193.63,168.17,173.96,209.02,142.37
39881,190.14,193.33,168.7,172.95,209.02,142.71
39882,191.33,195.12,171.84,173.37,209.02,143.49
39883,188.83,192.47,167.65,170.5,209.33,145.32
39884,192.02,194.01,175.51,174.05,209.46,144.8
39885,192.02,193.82,177.08,173.54,209.46,145
39888,195.92,196.85,177.6,180.46,209.46,146.16
39889,196.56,198.42,176.55,181.14,209.67,147.39
39890,195.77,195.51,173.93,181.81,209.53,148.3
39891,199.18,198.47,177.08,186.54,209.53,150.57
39892,200.25,199,177.6,188.56,209.28,150.42
39895,200.34,198.21,177.6,189.24,209.28,150.89
39896,200.38,195.88,177.08,191.1,208.91,150.44
39897,197.24,191.01,173.93,188.06,207.91,151.64
39898,196.93,191.38,176.03,186.54,207.34,151.08
39899,193.42,189.66,173.93,180.63,206.45,148.54
39902,192.36,190.48,173.93,178.1,205.26,147.92
39903,197.68,193.69,180.75,186.2,204.84,147.31
39904,197.05,194.3,176.55,185.86,204.78,148.42
39905,200.4,197.7,179.17,190.59,204.78,149.26
39906,202.78,200.5,180.22,193.97,204.89,149.98
39909,202.57,199.08,182.84,193.46,204.87,149.48
39910,201,196.39,180.22,192.62,204.35,149.02
39911,202.49,196.42,180.22,195.82,204.35,148.8
39912,201.64,194.75,177.08,195.82,204.49,150.13
39913,202.19,194.4,177.08,197.26,204.44,150.58
39916,202.79,194.14,177.08,198.69,204.44,152.36
39917,204.09,193.21,179.7,201.39,204.44,151.39
39918,203.12,192.04,175.51,201.23,204.44,151.03
39919,205.95,193.1,177.08,206.63,204.44,150.77
39920,204.69,193.07,172.89,205.45,203.94,149.95
39923,201.28,191.04,170.79,199.54,203.94,149.18
39924,203.48,191.85,173.41,203.25,203.94,148.71
39925,204.61,194.5,173.41,204.26,203.74,150.15
39926,204.77,196.84,176.55,201.9,203.74,151.33
39927,205.15,197.36,174.98,202.91,203.75,152.89
39930,200.07,190.13,172.89,196.33,203.7,152.04
39931,199.3,190.96,173.41,193.8,203.7,151.65
39932,204.43,193.05,181.27,201.39,203.5,153.45
39933,207.61,194.11,183.89,207.3,203.01,154.3
39934,211.92,197.25,188.08,214.05,202.24,154.99
39937,212.69,198.65,183.89,216.59,201.84,155.08
39938,212.97,199.78,184.94,216.08,201.84,155.86
39939,214.3,200.38,185.98,218.44,200.78,155.66
39940,213.77,201.84,188.08,215.57,200.35,156.04
39941,216.04,204.43,192.27,217.6,200.35,157.31
39944,216.29,203.91,192.8,218.78,198.68,157.85
39945,216.96,204.73,194.89,218.95,198.68,158.65
39946,218.46,205.61,196.46,220.98,198.68,161.84
39947,220.54,206.55,198.03,224.52,198.68,163.48
39948,217.89,204.26,193.32,221.48,198.68,163.28
39951,219.8,205.81,194.89,224.35,198.84,162.26
39952,221.41,206.39,196.99,226.72,198.84,165.3
39953,222.38,208.34,196.99,227.9,197.39,167.14
39954,222.56,208.24,196.46,228.57,197.39,167.07
39955,222.76,211.21,198.03,226.38,197.79,167.7
39958,222.9,211.54,198.03,226.38,197.79,169.48
39959,224.43,212.7,196.99,229.42,197.79,172.27
39960,225.6,215.81,196.46,229.92,198.72,172.57
39961,225.4,216.5,197.51,228.24,198.72,177.63
39962,226.54,216.86,200.65,229.42,198.72,178.77
39965,231.19,221.01,204.84,236,198.72,180.75
39966,230.85,220.97,206.42,233.97,199.84,184.02
39967,226.12,213.22,200.13,229.25,201.78,184.16
39968,231.62,215.63,206.94,238.2,201.78,182.06
39969,230.5,213.4,205.37,237.52,201.78,181.52
39972,229.3,209.12,202.23,238.7,201.78,179.49
39973,230.83,210.21,205.89,240.39,201.78,177.68
39974,230.05,207.9,203.27,240.73,202.82,177.2
39975,231.87,208.25,204.84,244.1,202.82,177.98
39976,227.97,205.37,198.56,239.21,202.82,176.65
39979,221.68,203.26,190.7,229.08,202.82,172.89
39980,221.62,201.86,190.7,229.92,202.82,172.65
39981,222.01,201.14,192.27,230.94,203.28,170.65
39982,222.03,199.94,190.18,232.62,203.68,167.34
39983,218.68,199.07,189.13,225.87,203.93,165.24
39986,215.39,197.18,182.84,221.65,203.93,164.59
39987,218.52,197.09,185.46,228.24,203.93,161.78
39988,218.58,195.99,184.41,229.75,204.04,158.11
39989,218.76,194.87,183.36,231.61,203.7,156.25
39990,219.13,193.94,184.41,232.62,203.7,156.75
39993,218.8,191.88,181.79,233.97,203.7,158.69
39994,217.16,189.71,170.27,235.83,203.7,158.54
39995,220.11,188.19,172.89,242.75,203.8,158.53
39996,218.68,186.76,171.84,240.73,204.01,157.98
39997,218.24,186.26,171.84,240.05,204.01,157.53
40000,214.05,184.61,171.32,231.78,204.01,155.49
40001,207.98,183.6,169.74,218.95,204.01,155.33
40002,204.84,183.6,171.32,211.35,204.29,156.23
40003,206.75,184.12,167.12,217.09,204.29,154.84
40004,206.1,182.97,167.12,216.42,204.29,154.38
40007,205,185.67,170.79,210.85,204.29,153.73
40008,206.54,184.42,173.41,214.22,204.31,153.08
40009,205.53,185.53,171.32,211.69,205.18,153.69
40010,201.7,186.64,166.6,203.59,205.18,154.46
40011,204.99,187.69,168.7,209.83,205.18,154.45
40014,207.03,187.03,169.22,214.73,205.18,154.87
40015,204.17,185.53,163.46,211.02,205.18,156.11
40016,203.8,183.87,162.41,211.52,205.15,154.8
40017,205.67,183.9,169.22,213.21,205.15,155.06
40018,204.45,182.96,165.03,212.87,204.47,154.39
40021,205.11,183.35,167.65,213.21,204.89,153.47
40022,207.85,183.66,167.12,219.63,204.89,153.76
40023,208.09,182.81,167.12,220.81,204.89,154.44
40024,214,181.93,171.32,233.47,204.52,153.21
40025,214.73,183.11,173.41,233.47,204.52,154.7
40028,219.43,184.07,181.27,241.23,202.89,155.7
40029,220.76,183.76,179.7,244.95,202.89,155.83
40030,220.54,181.83,176.55,246.8,202.71,155.74
40031,218.33,178,171.84,245.96,202.71,154.8
40032,218.04,176.45,167.65,247.99,202.33,154.13
40035,215.55,175.98,169.22,242.75,200.2,152.76
40036,219.04,174.63,170.27,251.19,200.49,151.68
40037,213.74,174.21,172.36,238.28,200.79,150.49
40038,210.72,171.97,169.74,233.47,200.79,152.09
40039,206.74,171.83,167.65,225.11,200.89,152.46
40042,203.14,170.81,165.55,218.53,200.89,148.41
40043,203.41,169.25,165.55,220.3,200.89,146.61
40044,204.22,168.69,167.65,221.82,200.42,148.26
40045,204.01,167.45,167.65,222.07,200.42,148.37
40046,205.62,166.81,168.7,225.87,200.02,148.3
40049,209.19,167.52,172.89,231.95,200.02,150.61
40050,208.42,167.59,168.7,231.7,200.02,150.89
40051,208.18,168.11,168.7,230.94,199.86,150.31
40052,209.12,167.64,169.74,233.22,199.53,149.32
40053,209.78,166.24,168.7,236,199.53,150.4
40056,206.25,166.62,170.79,226.88,199.53,150.53
40057,200.41,166.04,164.5,216,199.47,150.45
40058,200.82,166.96,167.65,216,198.93,148.43
40059,197.88,166.34,166.08,210,199.26,148.21
40060,195.58,165.67,161.89,206.96,198.67,146.41
40063,195.63,165.67,161.89,206.96,198.67,147.28
40064,196.51,164.96,162.41,209.33,198.46,146.58
40065,195.96,164.31,163.46,207.81,199.32,146.58
40066,196.33,164.6,166.08,207.47,199.49,146.33
40067,194.89,166.06,167.65,202.58,199.87,145.82
40070,195.09,166.21,166.08,203.59,199.87,145.23
40071,201.13,168.94,177.08,211.86,199.87,143.48
40072,198.9,169.76,171.84,207.98,200.14,145.19
40073,199.05,172.02,168.7,208.15,199.97,145.66
40074,197.48,172.41,163.98,206.12,199.97,144.48
40077,195.09,171.23,163.98,201.56,199.97,143.49
40078,196.23,170.4,168.17,203.08,199.97,143.97
40079,196.44,171.19,169.74,202.58,199.92,144.53
40080,197.13,172.28,172.36,202.41,200.42,144.48
40081,197.09,171.18,171.32,203.59,199.71,144.76
40084,196.71,170.49,173.41,202.41,199.71,144.63
40085,196.56,170.29,173.93,201.9,199.71,146.16
40086,197.42,170.78,173.93,203.76,199.18,146.21
40087,196.8,170.81,172.89,202.41,199.83,146.34
40088,193.41,169.92,168.7,196.67,199.78,147.4
40091,193.93,170.04,171.84,196.67,199.78,147.17
40092,197.41,172.32,179.17,200.55,199.78,147.55
40093,197.63,172.8,178.65,201.06,199.33,148.61
40094,200.12,174.11,180.22,205.36,199.33,149.16
40095,202.03,173.46,179.7,210.68,198.06,149.31
40098,206.75,176.09,187.03,217.26,198.06,149.45
40099,206.91,178.63,187.03,216,197.94,150.01
40100,207.28,179.89,187.56,216.25,196.17,150.09
40101,205.54,179.15,183.36,214.22,196.17,150.66
40102,204.99,178.82,183.36,213.21,196.17,150.27
40105,207.79,180.2,188.6,216.76,196.17,150.7
40106,206.61,180.76,187.56,213.97,196.17,152.37
40107,210.15,182.83,192.8,218.78,196.32,153.61
40108,210.55,184.54,194.89,218.02,196.23,155.13
40109,209.93,184.61,191.75,218.28,194.3,156.27
40112,206.27,181.97,182.84,214.73,194.3,155.79
40113,204.06,178.72,180.75,212.45,194.3,154.21
40114,202.89,176.62,180.22,211.44,194.3,153.34
40115,204.44,177.04,184.06,213.21,194.3,154.53
40116,202.99,176.32,180.22,211.69,194.51,154.21
40119,206.02,178.33,184.41,215.49,195.6,154.88
40120,206.81,178.84,187.56,215.74,195.93,154
40121,205.97,179.66,186.16,213.21,197.95,154.77
40122,203.05,178.85,184.76,207.39,197.95,155.6
40123,200.63,176.97,181.97,204.09,197.95,155.88
40126,203.6,179.46,188.25,207.13,197.95,155.67
40127,200.84,181.15,190.7,198.02,199.9,156.16
40128,201.7,182.73,190.35,198.52,201.37,157.42
40129,202.51,183.27,188.25,201.06,200.73,157.23
40130,203.08,186.22,188.25,200.55,200.73,157.24
40133,206.08,189.08,191.4,203.59,202.98,158.73
40134,206.77,190.96,190,204.6,202.98,158.23
40135,205.93,189.62,187.56,203.59,204.83,158.36
40136,206.2,189.15,186.86,204.85,205.13,157.33
40137,206.25,187.63,186.51,205.87,205.56,158.16
40140,206.29,188.22,186.86,205.36,205.56,159.14
40141,205.39,185.8,183.02,206.12,205.56,159.56
40142,207.66,187.32,189.3,207.64,206.39,160.17
40143,208.1,188.3,189.3,208.15,206.39,160.3
40144,208.6,188.68,190.7,207.89,208.49,159.52
40147,209.96,191.05,191.75,209.16,208.49,159.46
40148,210.45,191.54,190.35,208.91,212.73,161.11
40149,208.36,191.14,186.51,204.35,216.56,161.31
40150,208.99,190.49,184.76,206.88,216.56,161.7
40151,208.2,188.68,181.97,205.87,220.64,160.66
40154,208.16,186.64,180.57,207.64,220.64,160.09
40155,208.57,185.18,180.57,206.12,231.38,158.2
40156,206.54,183.97,179.52,203.08,230.03,157.44
40157,207.2,183.76,183.02,203.08,231.38,157.07
40158,208.3,182.78,187.56,204.6,231.38,156.75
40161,210.22,182.81,189.65,208.4,231.38,156.54
40162,209.53,181.58,188.95,207.89,231.38,154.95
40163,209.91,181,190,208.65,231.89,154.92
40164,205.52,178.51,185.46,201.82,231.89,153.3
40165,204.75,179.15,185.81,200.55,228.86,152.71
40168,203.87,177.85,187.91,198.52,228.86,153.07
40169,203.02,178.78,187.56,197,226.42,152.22
40170,204.23,179.67,189.3,199.03,225.2,152.34
40171,204.46,179.86,190.35,199.03,225.08,152.55
40172,,,,,,
40175,207.94,182.25,193.49,204.35,225.12,152.93
40176,208.79,182.22,193.84,206.12,225.08,153.24
40177,208.64,182.81,193.14,205.61,225.08,152.77
40178,208.95,182.07,194.19,206.37,225.08,152.86
40179,210.43,183.61,195.07,207.39,226.12,153.84
40182,211.41,185.04,195.94,208.4,226.06,154.81
40183,212.33,184.83,196.99,210.17,226.29,154.68
40184,212.02,186.45,198.38,209.41,221.65,154.81
40185,209.03,185.47,197.68,203.59,221.65,154.12
40186,209.16,187.16,198.3,202.83,221.26,154.14
40189,208.52,187.36,199.5,200.8,221.26,155.18
40190,203.14,181.98,191.01,194.73,221.98,155.75
40191,203.43,181,189.08,197.26,220.81,153.57
40192,202.43,179.7,189.49,195.74,220.81,152.87
40193,201.4,176.74,187.56,195.99,220.81,152.22
40196,200.63,175.79,187.37,194.98,220.81,151.49
40197,199.9,175.34,186.4,193.97,220.81,150.83
40198,198.24,174.49,185.83,191.18,220.81,149.44
40199,197.03,174.23,187.08,188.23,220.35,148.65
40200,196.44,174.67,184.15,187.72,220.26,149.07
40203,195.65,174.59,184.83,185.69,220.26,149.3
40204,195.21,174.53,182.11,185.69,220.26,148.56
40205,192.82,173.01,180.95,181.64,220.79,148.04
40206,192.81,173.52,180.85,181.47,220.39,147.36
40207,190.67,172.17,179.7,178.1,219.6,147.11
40210,190.71,172.18,179.44,177.93,220.57,147.54
40211,192.52,173.58,180.75,180.63,220.57,147.37
40212,190,171.84,176.82,177.59,220.55,147.47
40213,190.47,172.09,177.08,178.94,219.06,146.47
40214,189.86,170.86,177.08,178.77,217.72,145.78
40217,191.73,171.84,178.6,181.98,217.4,145.25
40218,191.27,171.4,179.07,180.97,217.4,145.86
40219,192.47,172.93,179.8,182.99,215.92,145.81
40220,192.77,172.37,179.75,184.01,215.92,145.32
40221,192.45,172.01,178.91,184.17,214.83,145.68
40224,192.52,171.98,178.44,184.51,214.83,144.78
40225,195.02,173.98,179.28,188.56,214.83,145.69
40226,192.89,172.78,177.24,185.53,213.16,145.73
40227,192.22,171.66,176.24,185.02,213.16,145.42
40228,192.21,171.95,177.08,184.51,213.16,145.26
40231,193.49,172.98,178.81,186.71,211.35,144.69
40232,191.98,172.08,177.92,184.51,210.2,144.66
40233,192.34,172.82,178.86,185.19,207.95,145.06
40234,190.66,171.55,178.23,182.49,207.81,144.5
40235,192.05,173.27,179.7,184.01,207.81,144.11
40238,190.31,171.67,178.13,183.84,200.57,144.26
40239,190.32,171.24,178.13,184.01,200.56,144.85
40240,190.51,172.56,179.44,184.01,197.39,145.23
40241,188.03,170.92,178.39,180.12,196.44,144.6
40242,187.82,170.68,177.08,180.29,196.44,144.38
40245,188.16,171.07,177.08,180.8,196.44,144.71
40246,188.09,170.21,176.03,181.64,196.44,143.78
40247,188.73,169.43,175.24,183.84,196.25,144.26
40248,186.29,169.06,175.24,178.6,196.09,144.31
40249,185.92,169.83,174.98,177.42,196.09,143.99
40252,186.18,168.96,176.08,178.6,195.03,143.4
40253,187.73,169.6,177.18,181.31,195.03,143.39
40254,189.39,171.16,178.81,183.67,194.49,142.85
40255,189.06,170.5,179.12,183.5,193.6,143.05
40256,188.98,169.7,178.39,184.17,192.98,142.95
40259,189.49,169.85,177.65,185.53,192.98,142.97
40260,188.93,168.86,175.87,185.53,192.98,142.93
40261,188.21,168.59,176.71,183.84,192.74,142.34
40262,186.24,167.27,174.93,180.63,193.24,142.19
40263,187.12,167.14,174.98,182.66,193.24,142.79
40266,188.21,166.8,175.14,185.19,193.24,143.28
40267,189.02,168.78,174.25,186.2,193.24,143.79
40268,185.33,166.31,172.57,180.12,192.07,144.87
40269,185.01,166.87,172.21,180.46,187.86,145.14
40270,185.05,167.04,172.1,180.46,187.86,145.26
40273,184.63,167.37,172.52,179.11,187.86,145.01
40274,185.47,169.16,171.21,180.46,187.86,144.35
40275,187.28,171.1,173.86,182.82,186.75,144.74
40276,186.25,170.6,171.63,181.81,186.32,144.75
40277,186.36,170.64,170.44,183.16,183.97,145.52
40280,187.25,170.64,171.63,184.68,183.97,146.65
40281,188.25,171.52,172.82,186.03,183.97,146.5
40282,188.68,171.85,175.05,186.03,182.96,148.66
40283,190.47,172.81,176.24,189.07,182.96,148.98
40284,190.85,174.58,177.08,188.73,182.96,148.55
40287,188.68,172.06,172.89,187.04,182.68,148.36
40288,190.06,173.73,174.98,188.56,181.83,148.04
40289,191.3,174.03,177.08,190.76,180.82,148.72
40290,192.14,174.98,177.78,192.11,180.19,148.32
40291,191,174.29,175.68,191.27,177.96,150.85
40294,190.47,172.1,175.89,191.27,177.96,150.65
40295,189.31,172.25,176.45,188.4,177.96,150.84
40296,189.76,171.79,179.45,188.56,178.23,150.61
40297,190.3,171.72,181.06,189.07,178.23,150.97
40298,191.46,173,183.36,190.08,178.23,151.77
40301,190.14,173.45,182.74,187.72,176.37,150.88
40302,190.58,174.65,182.11,188.4,176.37,149.91
40303,189.94,174.59,183.57,186.71,176.37,148.7
40304,187.67,173.67,183.3,182.15,176.49,148.12
40305,188.16,173.59,184.06,183.5,176.13,148.26
40308,187.52,171.1,183.5,183.67,176.13,148.18
40309,188.15,170.86,185.04,184.68,176.13,147.97
40310,188.49,170.34,185.18,185.69,176.03,148.13
40311,187.64,168.39,183.57,185.53,176.23,147.65
40312,186.14,167.28,181.27,183.5,176.3,147.26
40315,185.1,167.24,179.31,181.98,176.3,146.82
40316,185.26,167.31,179.8,182.15,176.3,146.65
40317,185.22,167.68,179.59,182.32,176.3,146.78
40318,185.72,167.48,179.73,183.5,176.58,146.18
40319,185.9,167.77,181.62,182.66,176.71,147.68
40322,185.79,167.3,181.76,182.82,176.71,146.12
40323,184.17,166.27,179.8,180.46,176.71,146.46
40324,184.98,166.55,180.99,181.98,176.35,144.48
40325,186.29,167.13,181.13,184.51,176.35,146.03
40326,184.33,165.98,176.73,182.32,176.24,145.57
40329,184.16,165.52,176.52,182.32,176.24,145.09
40330,183.47,164.85,175.98,181.31,176.59,144.4
40331,183.15,163.8,174.25,181.81,176.55,144.81
40332,184.51,162.82,174.09,185.69,176.13,144.2
40333,181.83,160.01,172.36,181.98,176.13,143.71
40336,181.39,158.62,170.37,182.82,175.61,140.06
40337,181.53,158.51,170.22,183.16,175.61,139.97
40338,182.78,158.11,170.32,186.03,175.45,138.7
40339,182.37,158.82,170.95,184.34,175.29,139.4
40340,183.57,159.64,171.58,186.37,175.29,139.64
40343,185.17,162.09,172.83,187.89,175.29,140.52
40344,185.18,162.55,172.52,187.55,175.29,140.79
40345,186.76,164.48,173.25,189.07,175.48,140.24
40346,186.89,165.78,173.73,188.4,175.68,140.7
